#    L    TT             EE             TE             PP             TP          
   268    0.49881E+04    0.41200E+01    0.89315E+02    0.20750E+07    0.92247E+03
   269    0.49620E+04    0.42414E+01    0.90634E+02    0.20663E+07    0.91513E+03
   270    0.49357E+04    0.43649E+01    0.91931E+02    0.20576E+07    0.90787E+03
   271    0.49089E+04    0.44905E+01    0.93205E+02    0.20490E+07    0.90070E+03
   272    0.48819E+04    0.46185E+01    0.94450E+02    0.20405E+07    0.89361E+03
   273    0.48544E+04    0.47483E+01    0.95680E+02    0.20320E+07    0.88661E+03
   274    0.48267E+04    0.48805E+01    0.96873E+02    0.20236E+07    0.87969E+03
   275    0.47986E+04    0.50146E+01    0.98051E+02    0.20152E+07    0.87284E+03
   276    0.47702E+04    0.51508E+01    0.99191E+02    0.20069E+07    0.86608E+03
   277    0.47414E+04    0.52890E+01    0.10032E+03    0.19986E+07    0.85939E+03
   278    0.47124E+04    0.54293E+01    0.10141E+03    0.19904E+07    0.85279E+03
   279    0.46830E+04    0.55716E+01    0.10246E+03    0.19822E+07    0.84625E+03
   280    0.46534E+04    0.57157E+01    0.10351E+03    0.19741E+07    0.83979E+03
   281    0.46236E+04    0.58619E+01    0.10451E+03    0.19660E+07    0.83340E+03
   282    0.45933E+04    0.60099E+01    0.10549E+03    0.19580E+07    0.82709E+03
   283    0.45629E+04    0.61597E+01    0.10644E+03    0.19501E+07    0.82084E+03
   284    0.45323E+04    0.63115E+01    0.10736E+03    0.19422E+07    0.81466E+03
   285    0.45014E+04    0.64651E+01    0.10824E+03    0.19343E+07    0.80855E+03
   286    0.44703E+04    0.66204E+01    0.10909E+03    0.19265E+07    0.80251E+03
   287    0.44389E+04    0.67775E+01    0.10992E+03    0.19187E+07    0.79653E+03
   288    0.44074E+04    0.69363E+01    0.11071E+03    0.19110E+07    0.79061E+03
   289    0.43756E+04    0.70967E+01    0.11147E+03    0.19033E+07    0.78476E+03
   290    0.43437E+04    0.72587E+01    0.11220E+03    0.18957E+07    0.77896E+03
   291    0.43116E+04    0.74228E+01    0.11289E+03    0.18881E+07    0.77323E+03
   292    0.42791E+04    0.75881E+01    0.11355E+03    0.18806E+07    0.76755E+03
   293    0.42468E+04    0.77542E+01    0.11417E+03    0.18731E+07    0.76194E+03
   294    0.42141E+04    0.79225E+01    0.11476E+03    0.18657E+07    0.75637E+03
   295    0.41815E+04    0.80916E+01    0.11532E+03    0.18583E+07    0.75087E+03
   296    0.41486E+04    0.82629E+01    0.11584E+03    0.18509E+07    0.74541E+03
   297    0.41156E+04    0.84343E+01    0.11633E+03    0.18436E+07    0.74001E+03
   298    0.40824E+04    0.86078E+01    0.11678E+03    0.18363E+07    0.73465E+03
   299    0.40492E+04    0.87829E+01    0.11719E+03    0.18291E+07    0.72935E+03
   300    0.40159E+04    0.89580E+01    0.11756E+03    0.18219E+07    0.72410E+03
   301    0.39825E+04    0.91346E+01    0.11790E+03    0.18148E+07    0.71889E+03
   302    0.39490E+04    0.93120E+01    0.11821E+03    0.18077E+07    0.71373E+03
   303    0.39155E+04    0.94908E+01    0.11848E+03    0.18006E+07    0.70861E+03
   304    0.38819E+04    0.96712E+01    0.11870E+03    0.17936E+07    0.70354E+03
   305    0.38484E+04    0.98516E+01    0.11889E+03    0.17866E+07    0.69851E+03
   306    0.38147E+04    0.10033E+02    0.11905E+03    0.17797E+07    0.69353E+03
   307    0.37810E+04    0.10215E+02    0.11916E+03    0.17728E+07    0.68859E+03
   308    0.37474E+04    0.10399E+02    0.11925E+03    0.17659E+07    0.68369E+03
   309    0.37138E+04    0.10582E+02    0.11928E+03    0.17591E+07    0.67883E+03
   310    0.36801E+04    0.10765E+02    0.11929E+03    0.17523E+07    0.67402E+03
   311    0.36465E+04    0.10951E+02    0.11925E+03    0.17456E+07    0.66925E+03
   312    0.36130E+04    0.11136E+02    0.11918E+03    0.17389E+07    0.66452E+03
   313    0.35795E+04    0.11322E+02    0.11907E+03    0.17322E+07    0.65983E+03
   314    0.35461E+04    0.11508E+02    0.11892E+03    0.17256E+07    0.65517E+03
   315    0.35127E+04    0.11694E+02    0.11873E+03    0.17190E+07    0.65056E+03
   316    0.34794E+04    0.11880E+02    0.11851E+03    0.17124E+07    0.64599E+03
   317    0.34462E+04    0.12066E+02    0.11824E+03    0.17059E+07    0.64145E+03
   318    0.34130E+04    0.12253E+02    0.11794E+03    0.16994E+07    0.63695E+03
   319    0.33800E+04    0.12439E+02    0.11760E+03    0.16930E+07    0.63249E+03
   320    0.33471E+04    0.12626E+02    0.11724E+03    0.16866E+07    0.62806E+03
