#    L    TT             EE             TE             PP             TP          
   263    0.49703E+04    0.34928E+01    0.80817E+02    0.20323E+07    0.96910E+03
   264    0.49470E+04    0.36011E+01    0.82196E+02    0.20236E+07    0.96121E+03
   265    0.49232E+04    0.37114E+01    0.83545E+02    0.20150E+07    0.95340E+03
   266    0.48992E+04    0.38241E+01    0.84887E+02    0.20064E+07    0.94569E+03
   267    0.48746E+04    0.39387E+01    0.86200E+02    0.19978E+07    0.93806E+03
   268    0.48496E+04    0.40557E+01    0.87499E+02    0.19894E+07    0.93053E+03
   269    0.48241E+04    0.41747E+01    0.88776E+02    0.19809E+07    0.92308E+03
   270    0.47984E+04    0.42958E+01    0.90031E+02    0.19726E+07    0.91571E+03
   271    0.47723E+04    0.44189E+01    0.91264E+02    0.19642E+07    0.90843E+03
   272    0.47459E+04    0.45444E+01    0.92467E+02    0.19560E+07    0.90124E+03
   273    0.47192E+04    0.46717E+01    0.93657E+02    0.19478E+07    0.89412E+03
   274    0.46921E+04    0.48013E+01    0.94809E+02    0.19396E+07    0.88709E+03
   275    0.46646E+04    0.49327E+01    0.95948E+02    0.19315E+07    0.88014E+03
   276    0.46370E+04    0.50661E+01    0.97049E+02    0.19235E+07    0.87327E+03
   277    0.46088E+04    0.52016E+01    0.98136E+02    0.19155E+07    0.86647E+03
   278    0.45805E+04    0.53391E+01    0.99187E+02    0.19075E+07    0.85975E+03
   279    0.45519E+04    0.54784E+01    0.10021E+03    0.18996E+07    0.85311E+03
   280    0.45230E+04    0.56197E+01    0.10122E+03    0.18918E+07    0.84654E+03
   281    0.44939E+04    0.57629E+01    0.10219E+03    0.18840E+07    0.84005E+03
   282    0.44644E+04    0.59078E+01    0.10313E+03    0.18763E+07    0.83362E+03
   283    0.44348E+04    0.60546E+01    0.10404E+03    0.18686E+07    0.82727E+03
   284    0.44049E+04    0.62032E+01    0.10492E+03    0.18609E+07    0.82099E+03
   285    0.43748E+04    0.63536E+01    0.10578E+03    0.18533E+07    0.81478E+03
   286    0.43445E+04    0.65057E+01    0.10660E+03    0.18458E+07    0.80864E+03
   287    0.43139E+04    0.66595E+01    0.10739E+03    0.18383E+07    0.80256E+03
   288    0.42832E+04    0.68150E+01    0.10815E+03    0.18308E+07    0.79655E+03
   289    0.42522E+04    0.69721E+01    0.10888E+03    0.18234E+07    0.79061E+03
   290    0.42211E+04    0.71306E+01    0.10958E+03    0.18160E+07    0.78473E+03
   291    0.41899E+04    0.72913E+01    0.11024E+03    0.18087E+07    0.77891E+03
   292    0.41582E+04    0.74531E+01    0.11088E+03    0.18014E+07    0.77315E+03
   293    0.41266E+04    0.76156E+01    0.11147E+03    0.17942E+07    0.76746E+03
   294    0.40948E+04    0.77803E+01    0.11204E+03    0.17870E+07    0.76182E+03
   295    0.40631E+04    0.79457E+01    0.11257E+03    0.17799E+07    0.75624E+03
   296    0.40310E+04    0.81134E+01    0.11306E+03    0.17728E+07    0.75072E+03
   297    0.39989E+04    0.82810E+01    0.11353E+03    0.17657E+07    0.74525E+03
   298    0.39666E+04    0.84508E+01    0.11396E+03    0.17587E+07    0.73984E+03
   299    0.39343E+04    0.86220E+01    0.11435E+03    0.17517E+07    0.73448E+03
   300    0.39018E+04    0.87932E+01    0.11470E+03    0.17448E+07    0.72918E+03
   301    0.38693E+04    0.89659E+01    0.11502E+03    0.17379E+07    0.72393E+03
   302    0.38367E+04    0.91393E+01    0.11532E+03    0.17310E+07    0.71873E+03
   303    0.38041E+04    0.93142E+01    0.11557E+03    0.17242E+07    0.71358E+03
   304    0.37714E+04    0.94905E+01    0.11578E+03    0.17174E+07    0.70847E+03
   305    0.37388E+04    0.96668E+01    0.11595E+03    0.17107E+07    0.70342E+03
   306    0.37060E+04    0.98438E+01    0.11610E+03    0.17040E+07    0.69842E+03
   307    0.36733E+04    0.10022E+02    0.11619E+03    0.16973E+07    0.69346E+03
   308    0.36405E+04    0.10201E+02    0.11627E+03    0.16907E+07    0.68855E+03
   309    0.36078E+04    0.10381E+02    0.11630E+03    0.16841E+07    0.68369E+03
   310    0.35751E+04    0.10560E+02    0.11629E+03    0.16776E+07    0.67887E+03
   311    0.35424E+04    0.10741E+02    0.11625E+03    0.16711E+07    0.67409E+03
   312    0.35098E+04    0.10922E+02    0.11617E+03    0.16646E+07    0.66936E+03
   313    0.34772E+04    0.11103E+02    0.11605E+03    0.16582E+07    0.66468E+03
   314    0.34447E+04    0.11285E+02    0.11590E+03    0.16518E+07    0.66003E+03
   315    0.34123E+04    0.11467E+02    0.11571E+03    0.16454E+07    0.65543E+03
   316    0.33799E+04    0.11649E+02    0.11548E+03    0.16391E+07    0.65087E+03
   317    0.33476E+04    0.11830E+02    0.11521E+03    0.16328E+07    0.64635E+03
   318    0.33154E+04    0.12013E+02    0.11491E+03    0.16265E+07    0.64187E+03
   319    0.32833E+04    0.12195E+02    0.11457E+03    0.16203E+07    0.63743E+03
   320    0.32514E+04    0.12377E+02    0.11420E+03    0.16141E+07    0.63303E+03
