#    L    TT             EE             TE             PP             TP          
   301    0.40249E+04    0.93458E+01    0.11976E+03    0.17368E+07    0.71557E+03
   302    0.39910E+04    0.95264E+01    0.12006E+03    0.17299E+07    0.71039E+03
   303    0.39571E+04    0.97085E+01    0.12032E+03    0.17231E+07    0.70526E+03
   304    0.39231E+04    0.98921E+01    0.12053E+03    0.17163E+07    0.70017E+03
   305    0.38891E+04    0.10076E+02    0.12071E+03    0.17096E+07    0.69513E+03
   306    0.38550E+04    0.10260E+02    0.12086E+03    0.17029E+07    0.69013E+03
   307    0.38209E+04    0.10445E+02    0.12095E+03    0.16962E+07    0.68518E+03
   308    0.37868E+04    0.10632E+02    0.12103E+03    0.16896E+07    0.68027E+03
   309    0.37528E+04    0.10819E+02    0.12105E+03    0.16830E+07    0.67540E+03
   310    0.37187E+04    0.11006E+02    0.12104E+03    0.16765E+07    0.67057E+03
   311    0.36847E+04    0.11195E+02    0.12099E+03    0.16700E+07    0.66578E+03
   312    0.36507E+04    0.11383E+02    0.12091E+03    0.16635E+07    0.66104E+03
   313    0.36168E+04    0.11572E+02    0.12078E+03    0.16571E+07    0.65634E+03
   314    0.35829E+04    0.11761E+02    0.12062E+03    0.16507E+07    0.65167E+03
   315    0.35492E+04    0.11950E+02    0.12041E+03    0.16443E+07    0.64705E+03
   316    0.35155E+04    0.12140E+02    0.12017E+03    0.16380E+07    0.64246E+03
   317    0.34818E+04    0.12328E+02    0.11989E+03    0.16317E+07    0.63791E+03
   318    0.34483E+04    0.12519E+02    0.11957E+03    0.16255E+07    0.63340E+03
   319    0.34149E+04    0.12708E+02    0.11921E+03    0.16193E+07    0.62892E+03
   320    0.33816E+04    0.12898E+02    0.11883E+03    0.16131E+07    0.62449E+03
